ID_investigadores,grado_rec,categoria,institucion_estudio,pais_rec,ofos4,ofos1_rec,ambito_trabajo,institución_trabaja,cargo,unidad1,unidad2,ciudad_trabaja,ciudad_trabaja_rec,region_trabaja,numero_publicaciones,numero_publicaciones_wos,Citaciones,impacto_autor,ofos_1
55659922800,"Máster en Ciencias Biológicas: mención Ciencias Ambientales,Médico Veterinario,Doctor en Salud Pública","3,1,4","Universidad de Chile,Universidad de Chile,Universidad de Chile","ch,ch,ch","Biology,Veterinary Medicine,Political Science","4,1,2",1,Pontificia Universidad Católica de Chile,Instructor Adjunto,Facultad de Medicina,Departamento de Salud Pública,Santiago,1,14,2,0,49,7.72,
55662508800,"Máster en Ciencia y Tecnología Ambiental,Ingeniero Agrónomo,Doctor en Ciencia y Tecnologías Ambientales","3,1,4","Universidad Autónoma de Barcelona,Universidad de Chile,Universidad Autónoma de Barcelona","es,ch,es","Environmental Engineering,Cultivation of Land, Horticulture,Environmental Engineering","3,1,3",1,Universidad de Chile,Profesor Asistente,Facultad de Agronomía,Departamento de Ciencias Ambientales y Recursos Naturales Renovables,Santiago,1,14,2,1,3,1.88,4
55667104800,"Máster en Ciencias de la Ingeniería,Ingeniero Civil,Doctor en Ingeniería Civil","3,1,4","Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile,Monash University","ch,ch,aus","--,Civil Engineering,Civil Engineering","3,3,3",1,Universidad de Chile,Profesor asistente,Facultad de Ciencias Físicas y Matemáticas,Departamento de Ingeniería Civil,Santiago,1,14,7,4,109,15.33,3
55789695800,"Licenciado en Ingeniería Química,Doctor en Hidráulica Ambiental","1,4","Universidad Politécnica de Valencia,Universidad Politécnica de Valencia","es,es","Chemical Process Engineering,Civil Engineering","3,3",1,Universidad de Talca,Profesor Asistente,Facultad de Ingeniería,Escuela de Ingeniería en Construcción,Curicó,15,7,7,0,36,4.7,
55793416500,"Máster en Geografía,Licenciado en Artes,Doctor en Hidrología y Ciencias de los Recursos Hídricos","3,1,4","University of Oregon,Florida State University,Oregon State University","usa,usa,usa","Human Geography, Regional Geography, Regional Planning,Arts,Hydrology","2,6,4",1,Centro de Estudios Avanzados en Zonas Áridas,Investigador Asociado,#s.i.,#s.i.,La Serena,4,4,5,4,6,13.58,3
55799699100,"Máster en Suelos y Aguas,Ingeniero Agrónomo,Doctor en Filosofía en Ingeniería Agrícola","3,1,4","Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile,Oregon State University","ch,ch,usa","Forestry and Wood Industry,Cultivation of Land, Horticulture,Cultivation of Land, Horticulture","1,1,1",1,Pontificia Universidad Católica de Valparaíso,"Profesor, Investigador",Escuela de Agronomía,#s.i.,Valparaíso,6,5,3,3,15,4.55,1
55840246700,Ingeniero Forestal,1,Universidad de Talca,ch,Forestry and Wood Industry,1,1,Universidad de Talca,Investigador (becado),Centro Tecnológico de Hidrología Ambiental,#s.i.,Talca,5,7,3,3,14,5.03,3
55889906400,"Máster en Electrónica, Electrotecnia, Diseño y Control,Licenciado en Ciencias Físicas,Doctor en Clima y Geofísica","3,1,4","Universidad Toulouse III,Universidad Toulouse III,Centro Nacional de Estudios Espaciales","fr,fr,fr","Electrical Engineering, Electronics, Information Engineering,Physics, Astronomy,Physics, Astronomy","3,4,4",1,Universidad de Concepción,Profesor Asociado,Facultad de Ciencias Físicas y Matemáticas,Departamento de Geofísica,Concepción,7,8,5,4,113,8.46,1
55918046800,"Químico Marino,Doctor en Ciencias Ambientales","1,4","Universidad Católica de la Santísima Concepción,Universidad de Concepción","ch,ch","Chemistry,Environmental Engineering","4,3",1,Universidad de Concepción,Investigador,Centro de Ciencias Ambientales EULA-Chile,#s.i.,Concepción,7,8,5,4,6,5.18,3
55949206400,Doctor en Ciencias Ambientales,4,Universidad de Concepción,ch,Environmental Engineering,3,1,Universidad de Concepción,Investigador,Centro de Ciencias Ambientales EULA-Chile,Departamento de Sistemas Acuáticos,Concepción,7,8,5,5,19,8.6,4
55969963000,"Máster en Ciencias: mención Ingeniería,Ingeniero Civil,Doctor en Ingeniería Civil","3,1,4","University of Illinois at Urbana-Champaign,Universidad de Chile,University of Illinois at Urbana-Champaign","usa,ch,usa","Civil Engineering,Civil Engineering,Civil Engineering","3,3,3",1,Universidad de Chile,Profesor Titular,Facultad de Ciencias Físicas y Matemáticas,Departamento de Ingeniería Civil,Santiago,1,14,8,6,36,13.59,4
56055936800,"Diplomado en Hidrología,Ingeniero Agrónomo,Doctor en Planificación, Desarrollo y Medio Ambiente","2,1,4","Czech University of Agriculture,Universidad de Chile,Universidad de Orleáns","rc,ch,fr","Hydrology,Cultivation of Land, Horticulture,Environmental Engineering","4,1,3",1,Universidad de La Serena,Académico,Escuela de Agronomía,Departamento de Agronomía,La Serena,4,4,2,2,7,2.78,4
56058914100,"Ingeniero Civil Agrícola: mención Recursos Hídricos en la Agricultura,Doctor en Ingeniería Civil Agrícola: mención Recursos Hídricos en la Agricultura","3,4","Universidad de Concepción,Universidad de Concepción","ch,ch","Cultivation of Land, Horticulture,Cultivation of Land, Horticulture","1,1",1,Universidad de Los Andes,#s.i.,Facultad de Ingeniería y Ciencias Aplicadas,#s.i.,Santiago,1,14,2,0,0,3.93,
